ItemId,ItemName,Price,Availability,LastUpdated,HighestBuyOrder,Qty
house_housingitem_pirate_decor_curtain01_d,Gothic Posh Valance,888.0,1,2023-05-13T16:58:43.431215,,
house_housingitem_pirate_decor_curtain03_d,Gothic Ragged Curtains,9999.0,2,2023-05-13T17:00:08.918795,,
house_housingitem_chair_pirate_chair01_d,Gothic Velvet Armchair,600.0,4,2023-05-13T16:58:28.070773,,
house_housingitem_bed_pirate_bed01_d,Gothic Velvet Captain's Bed,3000.0,1,2023-05-13T16:59:42.760067,,
house_housingitem_chair_pirate_chair02_d,Gothic Velvet Dining Chair,449.99,1,2023-05-13T16:58:07.302865,,
house_housingitem_chair_pirate_stool_d,Gothic Velvet Footstool,449.0,1,2023-05-13T16:58:06.519988,,
house_housingitem_chair_dynasty_chair02_b,Graceful Ebony Chair,1000.0,1,2023-05-13T16:59:01.224439,,
house_housingitem_table_dynasty_table02_b,Graceful Ebony Table,1105.0,1,2023-05-13T16:59:05.035712,,
house_housingitem_chair_dynasty_chair02_d,Graceful Jade Chair,2000.0,1,2023-05-13T16:59:28.899711,,
house_housingitem_table_dynasty_table02_d,Graceful Jade Table,450.0,1,2023-05-13T16:58:07.302865,,
house_housingitem_chair_dynasty_chair02_c,Graceful Rosewood Chair,899.99,2,2023-05-06T01:09:33.006505,,
house_housingitem_table_dynasty_table02_c,Graceful Rosewood Table,940.0,1,2023-05-13T16:58:48.63299,,
house_housingitem_chair_dynasty_chair02_a,Graceful Teak Chair,149.99,1,2023-05-13T16:57:00.463075,,
house_housingitem_table_dynasty_table02_a,Graceful Teak Table,100.0,1,2023-05-13T16:56:47.158671,,
holdingrunet5,Grand Rune of Holding,1899.0,8,2023-05-21T09:53:43.6954,1599.99,10.0
house_housingitem_settler_decor_wall_curtain03_c,Grassy Curtains,900.0,1,2023-05-13T16:58:47.308556,,
house_housingitem_settler_decor_wall_curtain01_c,Grassy Drape,175.0,1,2023-05-13T16:57:10.066791,,
house_housingitem_settler_decor_table_placesetting03,Grassy Place Setting,38.8,1,2023-05-13T16:55:57.535201,,
house_housingitem_bed_settler_bed01_c,Grassy Sheets Bunk Bed,99.5,1,2023-05-13T16:56:39.48742,,
house_housingitem_settler_decor_wall_curtain02_c,Grassy Valance,38.0,2,2023-05-13T16:55:57.535201,,
holdingrunet4,Greater Rune of Holding,1250.99,1,2023-05-21T09:53:37.404902,1100.0,10.0
house_housingitem_dynasty_decor_claybarrel01_a,Green Clay Pot,110.0,2,2023-05-13T16:56:49.071106,,
pigmentgreen,Green Pigment,1.34,100,2023-05-21T09:48:24.831134,0.42,57.0
woodt1,Green Wood,0.15,1171,2023-05-21T09:39:12.403423,0.16,9982.0
foodcont5b,Gremolata Tenderloin,112.0,13,2023-05-21T10:03:39.648043,37.0,40.0
house_housingitem_cloth_tapestry_a,Grey Streamer Curtains,70.0,1,2023-05-13T16:56:17.625889,,
summermedley_flatwraps,Grilled Aeternum Sturgeon Flatwraps,50.0,26,2023-05-07T13:34:13.301308,,
foodfocstrt3,Grilled Pork with Spiced Squash,100.0,3,2023-05-21T10:03:37.698997,,
foodconfoct3,Grilled Poultry with Saffron Rice,15.0,4,2023-05-21T10:02:23.743309,,
foodconstrt4,Grilled Wolf Loin with Seasoned Squash,14.0,13,2023-05-12T16:53:30.226402,,
dyeb138,Grit Dye,2.67,3,2023-05-21T10:00:43.207241,0.4,91.0
house_housingitem_pirate_decor_drinkcrate01,Grog Crate,449.99,2,2023-05-13T16:58:06.95481,,
gunpowdert2,Gunpowder,0.9,165,2023-05-21T09:48:46.034905,0.01,2000.0
dyeb106,Gunsmoke Dye,3.88,2,2023-05-21T10:01:00.27388,1.1,100.0
halibutviscerat1,Halibut Viscera,1.25,50,2023-05-21T09:45:12.942163,0.81,500.0
2hwarhammer_hammerofforgottendreamst4,Hammer of Forgotten Dreams,250.0,1,2022-12-30T19:44:09.254634,,
house_housingitem_legion_decor_ceilingplanter01_b,Hanging Barrel Cactus,650.0,1,2023-05-13T16:58:30.727791,3.0,7.0
house_housingitem_settler_decor_floralarrangement01,Hanging Basket of Flowers,63.6,1,2023-05-13T16:56:13.917832,,
house_housingitem_dynasty_decor_ceiling_plant03,Hanging Bonsai,7500.0,1,2023-05-13T17:00:05.510516,1011.0,1.0
house_housingitem_dynasty_decor_ceiling_plant01,Hanging Herb Garden,1499.99,1,2023-05-13T16:59:17.787458,300.01,4.0
house_housingitem_legion_decor_ceilingplanter01_d,Hanging Opuntia Cactus,550.0,1,2023-05-13T16:58:21.728105,2.0,8.0
house_housingitem_dynasty_decor_ceiling_plant02,Hanging Plant Nursery,1000.0,1,2023-05-13T16:59:02.780543,50.0,2.0
house_housingitem_primalpottery_a_hang,Hanging Pottery,100.0,1,2023-05-06T01:07:51.62437,,
house_housingitem_hangingsackslg,Hanging Sack,50.0,1,2023-05-13T16:56:11.019586,,
house_housingitem_dynasty_decor_ceiling_dishes01,Hanging Wicker Bowls,35.99,1,2023-05-13T16:55:56.275834,,
house_housingitem_pirate_bookcase01_a,Hardworking Low Bookcase,235.0,1,2023-05-13T16:57:31.763828,,
house_housingitem_pirate_bookcase02_a,Hardworking Tall Bookcase,150.0,1,2023-05-13T16:57:00.757783,,
house_housingitem_pirate_cabinet02_a,Hardworking Tall Dresser,178.99,1,2023-05-13T16:57:11.167526,,
house_housingitem_table_pirate_dresser01_a,Hardworking Vanity Table,140.0,2,2023-05-13T16:56:57.911117,,
instrument_harmoniusreedt3,Harmonious Reed,50.0,10,2023-05-21T09:51:45.669797,,
2hgreataxe_harrowt5,Harrow,83.0,1,2022-12-30T19:39:27.085004,,
dyeb168,Harsh Violet Dye,8.99,7,2023-05-21T10:01:56.496565,1.06,74.0
dyeb137,Harvest Barley Dye,1.56,8,2023-05-21T10:00:25.894198,0.30000000000000004,94.0
windsbrightwood_guitar_part1_page1,Heartgem's Burden Guitar Sheet Music Page 1/1,48887.34,1,2023-03-28T16:41:07.606787,,
foodhealthrecoveryt5,Hearty Meal,0.14,100,2023-05-21T09:59:42.377375,0.01,100.0
foodweaponsmitht3,Herb-crusted Broccoli,0.28,64,2023-05-21T09:59:54.160437,,
foodharvestert3,Herb-Crusted Corn on the Cob,1.0,73,2023-05-12T16:51:19.213403,,
foodengineert5,Herb-Crusted Vegetables,9.9,42,2023-05-21T10:02:02.109521,5.0,50.0
foodlumberjackt3,Herb-Roasted Cabbage,27.5,15,2023-05-21T10:02:48.195789,,
foodhuntert2,Herb-roasted Carrots,5.75,2,2023-05-21T10:01:34.381213,,
foodminert2,Herb-roasted Potatoes,1.0,7,2023-05-21T10:00:13.779865,,
foodengineert3,Herb-Roasted Squash,0.1,100,2023-05-21T09:59:39.190122,,
house_housingitem_storage_t1_chestoldlog,Hewn Log Storage Chest,6.99,1,2023-05-13T16:55:37.491793,,
tallowt3,High Quality Tallow,1.95,95,2023-05-21T09:55:00.828748,1.21,1135.0
hollowarmorshardt5,Hollow Armor Shard,1.48,13,2023-05-21T09:54:57.348611,0.05,985.0
hollowweaponshardt5,Hollow Weapon Shard,73.99,4,2023-05-21T09:57:21.960229,5.21,14.0
honeyt1,Honey,0.9,115,2023-05-21T09:46:50.991725,0.67,1005.0
foodarmorert3,Honey Brew,2.2,3,2023-05-21T10:00:35.390208,,
fooddext3,Honeyed Melon,4.49,100,2023-05-21T10:01:10.473921,0.38,98.0
honey_drums_part1_page1,Honey N Biscuits Drums Sheet Music Page 1/1,0.74,3,2023-04-03T18:15:15.700416,,
honey_guitar_part1_page1,Honey N Biscuits Guitar Sheet Music Page 1/1,1.09,1,2023-04-03T18:15:36.23942,,
honey_mandolin_part1_page1,Honey N Biscuits Mandolin Sheet Music Page 1/1,1.0,1,2023-04-03T18:15:35.195133,,
honey_urbass_part1_page1,Honey N Biscuits Upright Bass Sheet Music Page 1/1,0.5,1,2023-04-03T18:15:07.206772,,
foodstrfoct5,Honey Roasted Ham,9.69,15,2023-05-19T00:40:00.442645,,
house_housingitem_storage_t3_settler,Hope Storage Chest,949.0,1,2023-05-13T16:58:49.565263,101.0,1.0
hornt1,Horn,2.74,3,2023-05-21T09:55:08.780713,2.21,662.0
fishingabaiat5,Horned-Tooth Mandje,98.97,1,2023-05-21T09:48:08.564446,15.0,44.0
howtoday_drums_part1_page1,How Ore You Today - Drums Sheet Music - Page 1/1,0.12,10,2023-04-03T18:14:36.481445,,
howtoday_guitar_part1_page1,How Ore You Today - Guitar Sheet Music - Page 1/1,0.14,1,2023-04-03T18:14:38.149325,,
howtoday_mandolin_part1_page1,How Ore You Today - Mandolin Sheet Music - Page 1/1,0.12,14,2023-04-03T18:14:36.188117,,
howtoday_guitar_part2_page1,How Ore You Today - Second Guitar Sheet Music - Page 1/1,0.16,3,2023-04-03T18:14:39.531887,,
house_housingitem_dynasty_decor_winejug_a,Huangjiu Amphora,1500.0,1,2023-05-13T16:59:19.274447,100.0,1.0
elkhooft3,Huge Elk Hoof,199.0,2,2023-05-21T09:57:57.801378,10.01,89.0
travelersstonet3,Huge Traveler's Stone,0.07,68,2023-05-21T09:54:18.74184,,
wolfpawt3,Huge Wolf Paw,299.0,2,2023-05-21T09:58:06.161311,,
2hgreataxe_hulkingberserkersbattleaxet4,Hulking Berserker's Battleaxe,249.0,1,2022-12-30T19:43:59.706711,,
aeterniandigitt1,Human Digit,432.96,1,2023-05-21T09:43:27.746063,302.99,9.0
aeternianidolt1,Human Idol,10199.99,1,2023-05-21T09:43:54.916888,9000.0,1.0
house_housingitem_storage_t2_chestprimal,Hunter Storage Chest,100.0,1,2023-05-12T16:57:30.646258,,
herbt1,Hyssop,0.8,85,2023-05-21T09:45:05.316836,0.35000000000000003,4064.0
corecrystalicet5,Ice Crystal Core,47.0,2,2023-05-21T09:51:40.46774,6.01,203.0
house_housingitem_pirate_decor_bonewreath01,Imitation Bone Wreath,100.0,1,2023-05-13T16:56:44.349567,,
house_housingitem_paper_flatthin_b,Impossible Geometry Notes,5.0,1,2023-05-13T16:55:35.94235,,
house_housingitem_dynasty_decor_wall_painting03,"""Improbable Pagoda"" Painting",950.0,1,2023-05-13T16:58:50.98439,,
house_housingitem_legion_decor_wall_curtain03_c,Influential Curtains,19998.0,1,2023-05-13T17:00:13.834464,,
house_housingitem_chair_legion_stool_c,Influential Curule Seat,2200.0,1,2023-03-18T18:11:18.09133,,
house_housingitem_legion_decor_placesetting03,Influential Place Setting,3500.0,1,2023-05-13T16:59:48.174683,350.0,1.0
house_housingitem_legion_decor_wall_curtain02_c,Influential Tapestry,10000.0,1,2023-05-13T17:00:09.140041,500.0,2.0
house_housingitem_legion_decor_wall_curtain01_c,Influential Valance,3000.0,1,2023-05-07T13:39:35.818299,,
house_housingitem_rug_legion_decor_floor_rug03,Influential Woven Rug,5900.0,1,2023-05-13T17:00:02.26189,251.0,6.0
alkahestt5,Infused Alkahest,4.0,4,2023-05-21T09:45:35.696928,2.17,1000.0
coatingancientt5,Infused Ancient Coating,37.43,32,2023-05-21T10:02:56.733165,30.21,35.0
potionfamiliywardancientt5,Infused Ancient Ward Potion,48.8,4,2023-05-21T10:03:07.695415,15.02,85.0
coatingangryeartht5,Infused Angry Earth Coating,36.0,3,2023-05-21T10:02:55.300076,15.59,100.0
potionfamilywardangryeartht5,Infused Angry Earth Ward Potion,55.0,1,2023-05-21T10:03:13.444945,22.01,37.0
potionboostarcaneabst5,Infused Arcane Absorption Potion,90.0,2,2023-05-21T10:03:30.98687,,
perfectsalvagearcanet51,Infused Arcane Fragment,98.88,4,2023-05-21T09:43:01.238329,82.9,30.0
perfectsalvagearmort51,Infused Armor Fragment,30.0,39,2023-05-21T09:42:29.563267,29.98,50.0
coatingbeastt5,Infused Beast Coating,37.0,80,2023-05-21T10:02:56.496216,,
potionfamilywardbeastt5,Infused Beast Ward Potion,62.87,69,2023-05-21T10:03:18.343585,6.02,37.0
tinctureblightt5,Infused Blight Tincture,58.73,36,2023-05-21T10:03:14.825006,5.0,99.0
clawt5,Infused Claw,0.07,20,2023-05-21T09:50:14.713214,0.03,3569.0
coatingcorruptedt5,Infused Corrupted Coating,38.42,28,2023-05-21T10:02:58.226892,22.25,44.0
potionfamilywardcorruptedt5,Infused Corrupted Ward Potion,59.7,35,2023-05-21T10:03:15.286314,31.0,62.0
tincturecorruptiont5,Infused Corruption Tincture,54.72,36,2023-05-21T10:03:12.886468,5.0,100.0
potionencumbrancet3,Infused Encumbrance Potion,39.97,9,2023-05-21T10:03:01.817042,0.13,100.0
perfectsalvageengineert51,Infused Engineering Fragment,57.5,1,2023-05-21T09:42:45.474435,32.11,20.0
fangt4,Infused Fang,0.04,14,2023-05-21T09:50:13.741071,,
potionboostfireabst5,Infused Fire Absorption Potion,66.26,85,2023-05-21T10:03:20.80442,11.0,83.0
potionfocust4,Infused Focus Potion,3.6,14,2023-05-21T10:00:57.860394,,
furt5,Infused Fur,2.93,29,2023-05-21T09:41:12.930371,2.24,571.0
potionhealtht5,Infused Health Potion,0.1,38,2023-05-21T09:59:41.121012,,
coatingaeterniant5,Infused Human Coating,37.82,43,2023-05-21T10:02:57.370336,11.0,100.0
potionfamilywardaeterniant5,Infused Human Ward Potion,64.9,52,2023-05-21T10:03:19.875792,35.01,98.0
perfectsalvagejewelryt51,Infused Jewelry Fragment,140.0,23,2023-05-21T09:43:11.558627,133.25,20.0
leathert5,Infused Leather,7.28,415,2023-05-21T09:49:10.22153,7.31,150.0
potionboostlightningabst5,Infused Lightning Absorption Potion,57.0,70,2023-05-21T10:03:14.209438,,
coatinglostt5,Infused Lost Coating,47.42,37,2023-05-21T10:03:07.037744,21.55,27.0
potionfamilywardlostt5,Infused Lost Ward Potion,60.7,57,2023-05-21T10:03:17.417962,21.08,98.0
potionmanat5,Infused Mana Potion,0.08,100,2023-05-21T09:59:38.078622,,
potionboostnatureabst5,Infused Nature Absorption Potion,60.0,4,2023-05-21T10:03:17.196588,,
potionregent4,Infused Regeneration Potion,4.6,58,2023-05-21T10:01:11.688674,3.8,12.0
clotht5,Infused Silk,15.34,444,2023-05-21T09:49:16.02354,13.78,200.0
potionboostvoidabst5,Infused Void Absorption Potion,63.0,73,2023-05-21T10:03:18.343585,4.99,82.0
perfectsalvageweaponst51,Infused Weapon Fragment,62.94,8,2023-05-21T09:42:48.697584,41.91,26.0
intricatelockt5,Intricate Firearm Lock,8.88,8,2023-05-21T09:50:56.389306,7.01,21.0
house_housingitem_legion_decor_column01_c,Ionic Style Display Column,73.99,1,2023-05-13T16:56:18.455926,,
instrument_iridescentinlayt3,Iridescent Inlay,49.89,4,2023-05-21T09:51:43.200449,,
arrowt2,Iron Arrow,0.15,198,2023-05-21T10:04:19.478391,,
strbonust1,Iron Battle Medal,86.95,1,2023-05-21T09:57:32.061662,86.01,204.0
2hblunderbusst2,Iron Blunderbuss,10.0,1,2022-12-30T19:30:27.709945,,
house_housingitem_lighting_dynasty_lightwall01_b,Iron-bound Wall-mounted Lantern,100.0,1,2023-05-13T16:56:43.234883,,
house_housingitem_pirate_decor_cannonballs,Iron Cannonballs,2199.99,1,2023-05-13T16:59:29.873878,,
shott2,Iron Cartridge,0.08,1000,2023-05-21T10:04:17.813296,,
dexfocbonust1,Iron Corrupted Casing,13.79,2,2023-05-21T09:56:02.675977,9.79,97.0
house_housingitem_cookware_cup_a,Iron Cup,13.0,2,2023-05-13T16:55:41.885467,,
2helementalstaff_firet2,Iron Fire Staff,35.0,1,2022-12-30T19:35:23.438648,,
2hgreataxet2,Iron Great Axe,90.0,1,2022-12-30T19:39:41.643264,,
2hgreatswordt2,Iron Greatsword,68.0,1,2022-12-30T19:38:53.14236,,
conbonust1,Iron Guardsman's Insignia,73.99,4,2023-05-21T09:57:21.960229,62.01,187.0
1hhatchett2,Iron Hatchet,98.0,1,2022-12-30T19:39:49.939525,,
rawhidet5,Iron Hide,0.23,13,2023-05-21T09:39:19.628092,0.21,10000.0
dexconbonust1,Iron Hook,14.99,11,2023-05-21T09:56:10.494982,10.23,61.0
1helementalgauntlet_icet2,Iron Ice Gauntlet,24.0,1,2022-12-30T19:34:24.368995,,
ingott2,Iron Ingot,0.79,1,2023-05-21T09:48:45.167371,0.85,4964.0
house_housingitem_milkjug,Iron Jug,430.0,1,2023-05-13T16:58:04.321613,,
2hcelestialstaff_lifet2,Iron Life Staff,5.58,1,2022-12-30T19:29:00.792984,,
1hswordt2,Iron Longsword,15.0,1,2022-12-30T19:33:01.288019,,
2hmuskett2,Iron Musket,5.5,1,2022-12-30T19:29:00.792984,,
oret1,Iron Ore,0.35,4050,2023-05-21T09:39:44.416492,0.34,10000.0
house_housingitem_cookware_frypan_a,Iron Pan,2.5,5,2023-05-13T16:55:31.355361,,
focconbonust1,Iron Pocketwatch,12.0,3,2023-05-21T09:55:58.367319,10.51,90.0
1hswordbt2,Iron Rapier,10.0,1,2022-12-30T19:31:17.859497,,
1hshieldat2,Iron Round Shield,10.0,1,2022-12-30T19:30:49.128548,,
house_housingitem_settler_stove01_a,Iron Settler's Stove,80.0,1,2023-05-13T16:56:23.462978,,
house_housingitem_storage_t2_chestiron,Iron Storage Chest,99.0,1,2023-05-13T16:56:38.526439,,
2hwarhammert2,Iron War Hammer,58.0,1,2022-12-30T19:38:13.29557,,
house_housingitem_dynasty_decor_table_dishes01,Iron Wok Set,239.99,1,2023-05-13T16:57:32.963793,,
woodt5,Ironwood,1.42,4222,2023-05-21T09:40:42.89313,1.33,1046.0
brown_guitar_part1_page1,Ironwood Leaves - Guitar Sheet Music - Page 1/2,0.2,1,2023-04-03T18:14:44.589757,,
brown_guitar_part1_page2,Ironwood Leaves - Guitar Sheet Music - Page 2/2,1.52,1,2023-04-03T18:15:45.900298,,
timbert5,Ironwood Planks,15.87,1343,2023-05-21T09:49:16.713896,14.21,200.0
2hspear_irreverentedget4,Irreverent Edge,320.0,1,2022-12-30T19:45:11.792962,,
jadet2,Jade,480.0,1,2023-05-10T20:28:39.256094,,
house_housingitem_dynasty_armoire01_d,Jade Apothecary Cabinet,389.99,2,2023-05-13T16:57:56.674995,,
house_housingitem_bed_dynasty_bed01_d,Jade Carved Canopy Bed,299.99,1,2023-05-13T16:57:45.871197,,
house_housingitem_dynasty_shelf01_d,Jade Circular Curio Shelf,750.0,1,2023-05-13T16:58:36.572256,,
collarjadet1,Jade Collar,2.95,2900,2023-05-21T09:50:45.248136,0.32,70.0
house_housingitem_table_dynasty_table01_d,Jade Dining Table,4999.99,1,2023-05-12T17:00:39.957105,,
house_housingitem_dynasty_dresser01_d,Jade Dresser,900.0,1,2023-05-13T16:58:46.681914,,
house_housingitem_table_dynasty_bedsidetable_d,Jade End Table,194.87,1,2023-05-13T16:57:16.702131,,
house_housingitem_dynasty_decor_wall_curtain01_d,Jade Painted Bamboo Blinds,99000.0,1,2022-12-06T05:25:27.423533,,
house_housingitem_dynasty_shelf02_d,Jade Pedestal Shelf,479.5,1,2023-05-13T16:58:10.868798,,
jadetalismant1,Jade Talisman,349.0,1,2023-05-21T09:52:53.956697,1.99,77.0
house_housingitem_dynasty_cabinet02_d,Jade Weapon Rack,420.0,1,2023-05-13T16:58:04.321613,,
house_housingitem_table_dynasty_desk01_d,Jade Writing Desk,1750.0,2,2023-05-13T16:59:22.209686,,
clawt2,Jagged Animal Claw,0.1,11,2023-05-21T09:54:25.180711,,
fangt2,Jagged Animal Fang,0.09,162,2023-05-21T09:54:20.487433,0.05,5623.0
hornt2,Jagged Horn,0.56,13,2023-05-21T09:54:41.300301,,
jaspert2,Jasper,1.02,20,2023-05-21T09:40:27.181178,0.52,234.0
1hrapier_jollysabret3,Jolly Sabre,20.0,1,2022-12-30T19:34:17.884117,,
journalflorat1,Journal of Aeternum Flora,278.0,7,2023-05-21T09:43:22.131044,191.89,5.0
house_housingitem_pirate_decor_painting02,"""Journey's End"" Painting",95.0,1,2023-05-13T16:56:35.329568,,
hamhockt1,Juicy Ham Hock,0.5,105,2023-05-21T09:46:33.2636,0.19,2504.0
juniperberryt5,Juniper Berry,0.45,21,2023-05-21T09:46:30.339535,0.33,10000.0
dyeb157,Juniper Dye,0.88,2,2023-05-21T10:00:10.307261,1.02,100.0
2hbowt3,Lacquered Wood Bow,5.0,1,2022-12-30T19:28:43.348433,,
2hspeart3,lacquered Wood Spear,5.97,1,2022-12-30T19:29:06.30001,,
fishingbasslarget1,Large Bass,30.99,1,2023-05-21T09:47:57.080778,0.25,100.0
bearpawt1,Large Bear Paw,0.66,12,2023-05-21T09:54:44.08222,,
fishingbluefishlarget1,Large Bluefish,22.0,1,2023-05-21T09:47:53.094098,0.25,100.0
fishingcatfishlarget2,Large Catfish,20.99,1,2023-05-21T09:47:52.450961,,
fishingcodlarget2,Large Cod,12.0,6,2023-05-21T09:47:46.18683,5.0,990.0
fishingdragonfishlarget3,Large Dragon Fish,4.95,1,2023-05-21T09:47:31.240442,3.11,86.0
house_housingitem_dynasty_bookcase01_b,Large Ebony Bookcase,899.0,1,2023-05-13T16:58:44.395728,,
fishingelectriceellarget3,Large Electric Eel,30.0,2,2023-05-21T09:47:56.858826,15.01,7.0
elkhooft2,Large Elk Hoof,10.97,1,2023-05-21T09:55:55.910213,,
fishingflounderlarget1,Large Flounder,15.0,1,2023-05-21T09:47:48.089689,,
fishingfrogfishlarget3,Large Frogfish,4.5,1,2023-05-21T09:47:30.799129,,
fishinghakelarget1,Large Hake,14.5,3,2023-05-07T13:15:57.215338,,
fishinghalibutlarget2,Large Halibut,19.0,11,2023-05-21T09:47:51.564373,0.25,100.0
house_housingitem_dynasty_bookcase01_d,Large Jade Bookcase,900.0,1,2023-05-13T16:58:46.861668,,
fishingmackerellarget1,Large Mackerel,9.0,1,2023-05-21T09:47:42.702269,0.25,100.0
fishingmadtomlarget3,Large Madtom,7.7,2,2023-05-21T09:47:40.313478,,
fishingpaddlefishlarget3,Large Paddlefish,100.0,1,2023-05-21T09:48:08.814919,3.0,17.0
fishingperchlarget1,Large Perch,5.0,1,2023-05-21T09:47:32.12806,0.25,100.0
fishingpikelarget1,Large Pike,3.44,4,2023-05-21T09:47:25.940925,0.25,100.0
fishingpiranhalarget3,Large Piranha,67.0,1,2023-05-21T09:48:05.853069,20.0,7.0
house_housingitem_dynasty_bookcase01_c,Large Rosewood Bookcase,500.0,1,2023-05-10T20:28:44.973341,,
fishingsalmonlarget1,Large Salmon,8.33,3,2023-05-21T09:47:40.938582,4.44,60.0
fishingsculpinlarget3,Large Sculpin,6.5,1,2023-05-21T09:47:37.598052,0.39,100.0
fishingsnapperlarget1,Large Snapper,5.5,2,2023-05-21T09:47:34.958695,0.25,100.0
fishingspeartoothsharklarget3,Large Speartooth Shark,19.0,1,2023-05-19T00:15:14.417316,,
fishingsquidlarget2,Large Squid,80.0,2,2023-05-21T09:48:07.013255,0.25,100.0
fishingstingraylarget3,Large Stingray,99.99,1,2023-05-21T09:48:08.814919,3.0,99.0
house_housingitem_legion_decor_brazier01_a,Large Stone Brazier,4999.99,2,2023-05-13T16:59:59.613861,100.0,1.0
fishingsturgeonlarget2,Large Sturgeon,70.0,4,2023-05-21T09:48:06.111039,25.01,14.0
fishingsunfishlarget1,Large Sunfish,55.0,1,2023-05-21T09:48:02.432585,0.25,100.0
fishingswordfishlarget3,Large Swordfish,90.0,1,2023-05-21T09:48:07.893315,1.46,1.0
house_housingitem_dynasty_bookcase01_a,Large Teak Bookcase,60.0,1,2023-05-13T16:56:12.328749,,
travelersstonet2,Large Traveler's Stone,34.0,5,2023-05-21T09:56:53.947633,1.25,248.0
fishingtroutlarget1,Large Trout,3.7,1,2023-05-21T09:47:26.603124,0.25,100.0
2hspear_lastlightt3,Last Light,93.1,1,2022-12-30T19:39:45.130748,,
house_housingitem_legion_decor_divider01_a,Lattice Screen Divider,75.0,2,2023-05-13T16:56:19.396204,,
fishingmishipeshut5,Lava Barb,425.0,1,2023-05-21T09:48:14.122825,25.0,36.0
leathert4,Layered Leather,3.8,81,2023-05-21T09:49:00.676814,2.69,1497.0
house_housingitem_table_legion_bedsidetable_b,Lazulite Marble Bedside Table,500.5,1,2023-05-13T16:58:20.609675,100.0,2.0
house_housingitem_table_legion_table01_b,Lazulite Marble Dining Table,4500.0,1,2023-05-13T16:59:55.721972,100.0,1.0
house_housingitem_legion_dresser01_b,Lazulite Marble Top Dresser,419.0,1,2023-05-13T16:58:04.321613,,
baitlegendaryfisht1,Legendary Bait,299.0,5,2023-05-21T10:03:53.513631,,
house_housingitem_storage_t3_legion,Legion Storage Chest,1100.0,1,2023-05-13T16:59:04.058701,102.0,1.0
house_housingitem_legion_decor_towelrack_a,Legion Towel Rack,29.0,1,2023-05-13T16:55:51.076241,,
lemont1,Lemon,1.57,20,2023-05-21T09:47:12.495115,2.21,39.0
house_housingitem_pirate_decor_scroll02,Letter of Marque,6.84,3,2023-05-13T16:55:36.887623,,
house_housingitem_dynasty_decor_table_stationary02,Letter-writing Set with Brush Drying Rack,498.0,1,2023-04-28T20:39:51.997814,,
lifebloomt3,Lifebloom Flower,2.41,40,2023-05-21T09:45:28.160291,2.12,146.0
lifebloomt2,Lifebloom Leaf,1.26,11,2023-05-21T09:45:12.942163,1.02,377.0
lifebloomt1,Lifebloom Stem,1.35,20,2023-05-21T09:45:15.67759,1.13,998.0
corecrystallifet5,Life Crystal Core,6.5,7,2023-05-21T09:50:52.468278,6.51,215.0
alchemylifet3,Life Essence,15.35,2,2023-05-21T09:44:29.80187,7.2,108.0
alchemylifet1,Life Mote,0.76,541,2023-05-21T09:44:09.511996,0.79,4878.0
lifemotheyest1,Lifemoth Eyes,27.0,12,2023-05-21T09:45:52.273132,12.7,95.0
essencelifet1,Life Quintessence,29.9,4,2023-05-21T09:44:34.21317,22.09,70.0
alchemylifet2,Life Wisp,6.95,901,2023-05-21T09:44:28.146696,2.0,507.0
foodhealthrecoveryt3,Light Meal,0.01,100,2023-05-21T09:59:15.780752,,
lightningbeetlewingst1,Lightning Beetle Wings,47.94,7,2023-05-21T09:45:54.697514,44.08,27.0
house_housingitem_lighting_legion_lightceiling01_d,Light Pewter Hanging Oil Lamp,100.0,1,2023-04-28T20:38:15.236083,,
house_housingitem_bed_legion_bed01_d,Light Pewter Lounge Bed,198.0,1,2023-05-13T16:57:19.259087,,
house_housingitem_lighting_legion_lighttable01_d,Light Pewter Short Oil Lamp,150.0,4,2023-05-12T16:57:45.600198,,
house_housingitem_lighting_legion_lightfloor01_d,Light Pewter Tall Oil Lamp,300.0,3,2023-05-07T13:37:56.601377,,
house_housingitem_lighting_legion_lightwall01_d,Light Pewter Wall Brazier,120.0,1,2023-05-13T16:56:51.370953,,
foodhealthrecoveryt1,Light Ration,0.45,100,2023-05-21T09:59:59.638907,,
house_housingitem_demijohn_wicker_b,Light Wicker-Wrapped Jug,4.0,1,2023-05-13T16:55:34.609828,,
clotht2,Linen,0.84,1,2023-05-21T09:48:45.782452,0.59,782.0
intbonust1,Linen Arcane Embroidery,47.0,6,2023-05-21T09:57:04.230702,40.01,215.0
house_housingitem_dynasty_decor_floor_plant01,Living Bamboo Planter,950.0,1,2023-05-13T16:58:50.98439,,
loadeddicet1,Loaded Dice,11300.0,1,2023-05-21T09:43:56.368272,7710.0,2.0
lodestoneeartht1,Loamy Lodestone,1.2,14,2023-05-21T09:45:11.70245,0.8300000000000001,10.0
stonet4,Lodestone,1.07,284,2023-05-21T09:40:28.32281,0.8,5666.0
blockt4,Lodestone Brick,5.41,14,2023-05-21T09:49:05.032273,3.3,1606.0
house_housingitem_table_pirate_counter02,Long Barrel Countertop,269.0,1,2023-05-13T16:57:40.105594,,
house_housingitem_pirate_decor_chains02,Long Iron Chain,135.0,2,2023-05-13T16:56:56.066412,,
2hblunderbuss_loudenert5,Loudener,500.0,1,2022-12-30T19:47:14.39658,,
